20000.3, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026
20000.3, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026
19999.54, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961
19999.54, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961
20000.3, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026
19999.54, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961
19999.54, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961, 1727.96, 1727.961, 1727.961, 1727.961, 1727.961
20000.3, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026
20000.3, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026
20000.3, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026, 1728.02, 1728.026, 1728.026, 1728.026, 1728.026
