date,batch,Number,Temperature,Density,K,Na,Ca,Mg,HCO3,SO4,Cl,pH,pe,Li,Sr,B,Br,NO3,TDS,B2O3,Rb ug/L,Cs ug/L
2021/12/11,8, D06-3,3.5,1.2345,0.777783177,1.472655075,0.026797744,1.900678873,0.010608554,0.03960025,6.015513497,6.51,,0.010217579,0.000508902,0.012229417,0.000110758,4.84E-07,329.5, ,,
2021/12/11,8, D06-4,4.7,1.2358,0.8130021,1.436639055,0.026448426,1.935897963,0.010921582,0.039485738,6.084393422,6.51,,0.010161383,0.000509929,0.012451434,0.000180842,0.000692687,333.4, ,,
2021/12/11,8, D11-1,3.6,1.21,0.055117486,3.269280348,0.02839463,1.063526023,0,0.050593379,5.58460497,7.11,,0.011498559,0.000359507,0.006308973,0.000162695,0.000512863,307.4, ,,
2021/12/11,8, D11-2,3.3,1.21,0.055296522,3.324957289,0.028244922,1.074799424,0.002212505,0.050260254,5.518799537,7.19,,0.011426513,0.000356083,0.006290472,0.000153935,0.00051125,306.7, ,,
2021/12/11,8, D11-3,3.4,1.21,0.057675142,3.351055854,0.028993463,1.092696976,0,0.051759317,5.686937636,7.2,,0.011815562,0.000366355,0.006447734,0.000148929,0.000522539,313.8, ,,
2021/12/11,8, BS1,-2.5,1.19,0.043 ,1.955 ,0.030 ,1.321 ,0.000 ,0.059 ,4.751 ,7.380 ,4.000 ,0.013933718,0.000312714,0.008297872,0.000183971,0.00081929,254.3, ,,
2021/12/11,8, BS2,-4.6,1.18,0.045398393,2.151391778,0.0306153,1.349639992,0,0.059462836,5.014441655,7.37,,0.014553314,0.000321844,0.008464385,0.000135162,0.000814452,269, ,,
2021/12/11,8, CL1,7.4,1.2271,0.403725993,1.805281297,0.025550177,1.898086813,0.011627945,0.042598376,5.958113559,6.55,,0.011072046,0.000430952,0.013256244,7.20E-05,0.000806388,320.8, ,,
2021/12/11,8, HS1,-2.3,1.17,0.041 ,1.860 ,0.031 ,1.370 ,0.000 ,0.061 ,4.744 ,7.410 ,4.000 ,0.014337176,0.00031842,0.008566142,0.000180216,0.00081929,253.2, ,,
2021/12/20,9, D01-1,3.79,1.21,0.29 ,2.49 ,0.03 ,1.52 ,0.00 ,0.05 ,6.11 ,7.05 ,,0.013097983,0.000392604,0.008020352,0.000188977,0.000611242,328.2, ,,
2021/12/20,9, D01-2,3.97,1.22,0.30658622,2.388888727,0.02931783,1.516724954,0.000123081,0.047647304,6.023185626,6.97,,0.01314121,0.000404017,0.008020352,2.24E-05,0.000582212,323.3, ,,
2021/12/20,9, D01-3,4.86,1.21,0.333978715,2.359310352,0.02949249,1.553013783,0.000616224,0.047990839,6.103573746,6.94,,0.012910663,0.000400593,0.008048104,2.44E-05,0.000566084,327.5, ,,
2021/12/20,9, D01-4,5.72,1.21,0.380681513,2.324512265,0.029991517,1.603661798,0.000739141,0.047001874,6.125518292,6.93,,0.013083573,0.000412006,0.008168363,2.47E-05,0.000567697,330.5, ,,
2021/12/20,9, D01-5,7.38,1.2337,0.749648962,1.771179171,0.027371625,1.702530344,0.011232972,0.039995836,5.889233633,6.6,,0.010972622,0.000468158,0.012876966,3.82E-05,0.000932184,326.1, ,,
2021/12/20,9, D01-6,7.11,1.25,0.590179113,0.931892791,0.024078048,2.586381403,0.012632586,0.029585676,6.669872789,6.26,,0.011639769,0.000435289,0.0133395,7.82E-05,4.84E-07,348.7, ,,
2021/12/20,9, D01-7,8.63,1.2585,0.523859094,0.700833488,0.02208194,2.77930467,0.013040671,0.025525713,6.76171269,6.09,,0.011736311,0.000413604,0.013552266,9.89E-05,0.000648336,348.3, ,,
2021/12/20,9, D01-8,8.96,1.264,0.453625861,0.581737033,0.019911173,3.088706028,0.014779536,0.024588799,7.186472231,5.99,,0.013504323,0.000373545,0.015383904,0.000157063,0.000508024,365.4, ,,
2021/12/20,9, D06-1,4.42,1.2348,0.757884614,1.657780902,0.026049204,1.824151409,0.011016638,0.038923589,6.026993484,6.5,,0.010668588,0.000440082,0.012858464,0.000120144,0.001187003,331.5, ,,
2021/12/20,9, D06-2,2.34,1.2281,0.667343593,1.789143684,0.027296771,1.800123431,0.011016638,0.042119509,6.015513497,6.61,,0.010912104,0.000463593,0.013089732,6.51E-05,0.000130635,330.3, ,,
2021/12/20,9, D06-3,3.7,1.2335,0.74601709,1.663783573,0.02672289,1.872783378,0.010690498,0.039475328,6.118833385,6.59,,0.010835735,0.000447957,0.012830712,5.26E-05,4.44E-05,335.6, ,,
2021/12/20,9, D06-4,4.15,1.2344,0.77003348,1.724419241,0.025525226,1.865788932,0.010839638,0.039100562,6.187713311,6.57,,0.010629683,0.000443506,0.012590194,2.88E-05,0.000977342,340.2, ,,
2021/12/20,9, D11-1,8.43,1.22,0.11159053,2.862142721,0.026373572,1.389631763,0,0.055100979,5.898908414,6.93,,0.014121037,0.000340105,0.008353377,0.000190228,0.000566084,319.7, ,,
2021/12/20,9, D11-2,6.14,1.21,0.111078998,2.846483581,0.026573182,1.384118494,0,0.055319592,5.92085296,7.01,,0.014409222,0.000345811,0.008482886,0.000195234,0.000538667,320, ,,
2021/12/20,9, D11-3,6.21,1.21,0.110081512,2.844743677,0.025724837,1.382513886,0.000368751,0.055527795,5.884297521,7,,0.01389049,0.000334399,0.008214616,0.000197737,0.000553182,318.6, ,,
2021/12/20,9, BS1,-5.96,1.17,0.049 ,2.432 ,0.031 ,1.573 ,0.000 ,0.069 ,5.650 ,7.300 ,4.000 ,0.012795389,0.000287606,0.007742831,0.00016645,0.000901542,304.5, ,,
2021/12/20,9, BS2,-3.33,1.18,0.04854431,2.461529735,0.031763062,1.526393746,0,0.068217781,5.643076749,7.29,,0.013011527,0.000293312,0.007826087,0.000170204,0.000833805,303.7, ,,
2021/12/20,9, CL1,6.7,1.2232,0.345334708,1.890841095,0.025500274,1.812096276,0.011328028,0.044857381,5.80887372,6.68,,0.011798271,0.000428099,0.01279371,5.19E-05,0.001341023,313.3, ,,
2021/12/20,9, HS1,0.83,1.15,0.043 ,2.207 ,0.031 ,1.517 ,0.000 ,0.066 ,5.270 ,7.360 ,4.000 ,0.012737752,0.000286464,0.007761332,0.000163947,0.000791873,284.1, ,,
2021/12/28,10, D01-1,1.52,1.21,0.17 ,3.55 ,0.03 ,1.55 ,0.00 ,0.06 ,7.05 ,7.02 ,,0.012564841,0.000348094,0.007363552,0.000140168,0.000632208,383.2, ,,
2021/12/28,10, D01-2,0.97,1.21,0.216914802,3.434701758,0.029966565,1.592964411,0,0.059046429,7.148873156,6.93,,0.012680115,0.000365213,0.007511563,0.000155186,0.000599953,386.7, ,,
2021/12/28,10, D01-3,2.12,1.21,0.27157191,3.210863058,0.031388792,1.706109854,0.000245834,0.057547366,7.287761261,6.87,,0.012420749,0.000367496,0.007483811,0.000168953,0.000588663,391.3, ,,
2021/12/28,10, D01-4,3.31,1.21,0.306228148,3.132784849,0.032012575,1.761612837,0.000493307,0.057245472,7.331593941,6.88,,0.012636888,0.000374344,0.007761332,0.000180216,0.000588663,393.8, ,,
2021/12/28,10, D01-5,4.24,1.2308,0.677113839,1.849344376,0.026972404,1.79177124,0.010677387,0.039943785,6.072913435,6.7,,0.010909222,0.000455261,0.012775208,9.95E-05,0.000435449,333.7, ,,
2021/12/28,10, D01-6,6.12,1.2478,0.558310719,0.796049756,0.023504167,2.589631763,0.012496558,0.028815324,6.509152963,6.27,,0.01095389,0.000425816,0.012867715,5.76E-05,0.000360455,338.6, ,,
2021/12/28,10, D01-7,7.22,1.2514,0.493653177,0.802791885,0.022780578,2.685743674,0.012265474,0.026306475,6.646912814,6.19,,0.011076369,0.000416115,0.012895467,0.00024592,0.001172488,343.2, ,,
2021/12/28,10, D01-8,8.03,1.263,0.433292496,0.581389052,0.019736514,3.052581773,0.014533702,0.023943369,7.09463233,6.03,,0.013220461,0.000369322,0.014569843,0.000314127,0.002773974,360.5, ,,
2021/12/28,10, D06-1,2.34,1.2345,0.698777185,1.357125424,0.027396577,2.003332648,0.010513498,0.039683531,6.026993484,6.46,,0.010821326,0.000444191,0.013256244,4.76E-05,0.000396743,326.7, ,,
2021/12/28,10, D06-2,1.78,1.2324,0.698086618,1.653605132,0.027072209,1.735404238,0.010826526,0.039839684,5.785913745,6.52,,0.010972622,0.000452751,0.013108233,5.01E-05,0.000489477,318.5, ,,
2021/12/28,10, D06-3,2.39,1.2347,0.760851495,1.620242465,0.026448426,1.835795104,0.010947805,0.039433687,6.015513497,6.57,,0.011007205,0.000445218,0.01293247,3.57E-05,0.000262076,330.7, ,,
2021/12/28,10, D06-4,3.15,1.2345,0.766401608,1.643600682,0.025749788,1.79349928,0.010947805,0.03964189,5.958113559,6.58,,0.010805476,0.000445104,0.012627197,0.000189603,0.000613661,328.4, ,,
2021/12/28,10, D11-1,5.27,1.19,0.084070151,3.787510871,0.028219971,1.412055133,0,0.062169477,7.017290497,7.08,,0.012276657,0.000325268,0.00706753,0.000163947,0.000698332,380.8, ,,
2021/12/28,10, D11-2,2.05,1.19,0.084581683,3.807867752,0.028444533,1.421518206,0,0.063116802,6.951513271,7.11,,0.012449568,0.000328692,0.007076781,0.000155186,0.000596727,379.3, ,,
2021/12/28,10, D11-3,4.23,1.19,0.087778753,3.847189591,0.029118219,1.441678667,0,0.062679575,7.061151384,7.12,,0.012838617,0.000336681,0.007289547,0.000160192,0.000649949,384.7, ,,
2021/12/28,10, BS1,-5.25,1.19,0.047 ,2.308 ,0.032 ,1.567 ,0.000 ,0.071 ,5.636 ,7.250 ,4.000 ,0.013429395,0.00030016,0.008186864,0.000167701,0.000782196,301.2, ,,
2021/12/28,10, BS2,-6.62,1.18,0.046344726,2.327122121,0.031713159,1.556799013,0,0.069841766,5.708853976,7.28,,0.0129683,0.000291029,0.007946346,0.000173959,0.000764456,303.8, ,,
2021/12/28,10, CL1,6.43,1.2227,0.339912477,2.083144028,0.030091322,1.709565933,0.011736112,0.045929627,5.797393733,6.69,,0.011870317,0.000429696,0.015152636,0.00010012,0.000396743,314.9, ,,
2021/12/28,10, HS1,-1.67,1.18,0.044 ,2.198 ,0.032 ,1.531 ,0.000 ,0.075 ,5.563 ,7.300 ,4.000 ,0.012853026,0.000288747,0.008029602,0.000198989,0.000803162,295.4, ,,
2021/12/28,10, HS2,-3.1,1.18,0.043505728,2.238908969,0.031388792,1.550298293,0,0.071601083,5.621132203,7.34,,0.012708934,0.000286464,0.007807586,0.000171456,0.00033707,298.5, ,,
2022/1/9,11, D01-1,-1,1.2073,0.09 ,2.88 ,0.03 ,1.42 ,0.01 ,0.05 ,5.56 ,7.03 ,,0.010926513,0.000305067,0.013422406,2.44E-05,0.000487058,308.2,467.2,,
2022/1/9,11, D01-2,1.2,1.2109,0.206172647,2.635868155,0.027695993,1.491298087,0.01025947,0.04676244,5.613720001,6.91,,0.010622478,0.000341475,0.013409281,0.000101997,0.000658819,310.5,466.8,,
2022/1/9,11, D01-3,2.5,1.2129,0.248962231,2.686064397,0.029242976,1.39469245,0.01025947,0.049656465,5.671120001,6.91,,0.011269452,0.000365099,0.011783661,2.38E-05,0.0006943,313.3,410.2,,
2022/1/9,11, D01-4,2.8,1.213,0.244153838,2.550134366,0.028219971,1.516272372,0.010556109,0.046200291,5.6252,6.87,,0.01062536,0.000345469,0.013661494,3.44E-05,0.000245948,310.9,475.5,,
2022/1/9,11, D01-5,5.1,1.2311,0.753843517,1.807717163,0.028145117,1.87800864,0.011311639,0.039964605,6.101620001,6.64,,0.010220461,0.000373887,0.014304218,5.07E-05,0.000341102,338.9,497.9,,
2022/1/9,11, D01-6,6.5,1.2514,0.552018886,0.832283265,0.025824642,2.798107385,0.012675198,0.036321049,6.9454,6.22,,0.02259366,0.000351061,0.022309214,8.51E-05,0.000591889,360.7,776.5,,
2022/1/9,11, D01-7,6.2,1.2607,0.464623782,0.60561722,0.021345876,3.100966879,0.013902728,0.033645638,7.2324,6,,0.02443804,0.000301643,0.02338642,0.000177713,0.000974923,369.3,814,,
2022/1/9,11, D01-8,6.8,1.265,0.404237524,0.511488393,0.019449573,3.260810533,0.0159284,0.032406829,7.393120001,5.94,,0.024236311,0.000260899,0.023840289,6.07E-05,0.001149103,374.3,829.8,,
2022/1/9,11, D06-1,0.8,1.2312,0.693738602,1.681139119,0.030315884,1.970993623,0.011473889,0.039891734,6.072920001,6.48,,0.00509366,0.000372518,0.015106636,6.70E-05,0.000561246,335,525.8,,
2022/1/9,11, D06-2,0.8,1.2322,0.71591348,1.625505676,0.028893657,1.928903518,0.011473889,0.039121382,6.187720001,6.46,,0.004935159,0.000368181,0.015023914,3.38E-05,0.000291106,337.5,523,,
2022/1/9,11, D06-3,1,1.2325,0.713688319,1.585313885,0.029143171,1.940506069,0.011473889,0.037268374,6.130320001,6.51,,0.002507205,0.000363045,0.014623707,6.07E-05,0.000404807,334.5,509,,
2022/1/9,11, D06-4,1.2,1.2327,0.719622081,1.597580211,0.029018414,1.961160255,0.011460778,0.039850094,6.072920001,6.51,,0.004759366,0.000367268,0.014966075,8.95E-05,0.000404807,333.8,520.9,,
2022/1/9,11, D11-1,6,1.2096,0.090975822,2.620296011,0.026024253,1.381032709,0.010906832,0.050104102,5.579279999,6.84,,0.006197406,0.000291486,0.013564647,8.51E-05,0.000641078,301.9,472.2,,
2022/1/9,11, D11-2,6.2,1.2096,0.088827391,2.595937349,0.025699885,1.396461633,0.010987138,0.049302519,5.326720001,6.84,,0.005981268,0.000287491,0.013422781,8.95E-05,0.000692687,292.6,467.2,,
2022/1/9,11, D11-3,5.6,1.2097,0.08839259,2.611596489,0.025350566,1.373914832,0.010960916,0.049562773,5.602239999,6.83,,0.005795389,0.000289203,0.01867932,7.26E-05,4.84E-07,302.2,650.2,,
2022/1/9,11, BS1,-5.32,1.1583,0.038 ,1.615 ,0.030 ,1.020 ,0.012 ,0.051 ,3.633 ,7.230 ,4.000 ,0.006785303,0.000232367,0.012130061,5.57E-05,0.00096444,199.3,422.2,,
2022/1/9,11, BS2,-0.6,1.1819,0.047956049,2.121595915,0.032237138,1.259123637,0.012526058,0.052373517,4.695320001,7.11,,0.007360231,0.000252111,0.010231485,5.44E-05,0.000578986,255,356.1,,
2022/1/9,11, CL1,2.4,1.2147,0.207170133,2.29001866,0.027895604,1.519810739,0.011878696,0.046606288,5.470220001,6.76,,0.007897695,0.000297307,0.013571134,2.38E-05,0.000929765,298.2,472.4,,
2022/1/9,11, HS1,-0.8,1.1647,0.038 ,1.663 ,0.031 ,3.367 ,0.012 ,0.053 ,8.369 ,7.080 ,4.000 ,0.007321326,0.00024709,0.012786811,9.89E-05,0.000941055,425.7,445.1,,
2022/1/9,11, HS2,-5.5,1.1244,0.029413044,1.245510557,0.024951345,2.547418227,0.00948919,0.038819488,6.325479999,7.53,,0.004427954,0.000179297,0.008143848,2.82E-05,0.002171603,321.5,283.5,,
2022/2/21,12, D01-1,1.5,1.2067,0.12 ,2.81 ,0.03 ,1.31 ,0.01 ,0.05 ,5.50 ,6.81 ,,0.019255043,0.000336225,0.016567993,7.51E-06,0.000524152,303.4, ,,
2022/2/21,12, D01-2,1.6,1.2087,0.145888696,2.783499043,0.025874545,1.359514503,0.011608278,0.04870914,5.579612445,6.79,,0.010949568,0.000337708,0.017215541,7.61E-05,0.000459319,307.3, ,,
2022/2/21,12, D01-3,1.7,1.2114,0.205430927,2.726212691,0.025625031,1.392429541,0.011439472,0.047720175,5.648915466,6.75,,0.010502882,0.00033885,0.01746531,4.43E-05,0.000481414,311.5, ,,
2022/2/21,12, D01-4,2.8,1.2345,0.278272968,2.627690604,0.026198912,1.431351574,0.011291972,0.045867166,5.706682086,6.67,,0.010266571,0.000353572,0.016947271,9.11E-05,0.000450771,314.9, ,,
2022/2/21,12, D01-5,4,1.235,0.626855899,1.726115647,0.025026199,2.01711582,0.013127532,0.035457006,6.3420585,6.33,,0.010178674,0.000369322,0.017243293,7.83E-05,0.000555924,343.6, ,,
2022/2/21,12, D01-6,5.3,1.2498,0.505955502,0.960949194,0.024255202,2.739189467,0.012865309,0.024338955,6.919640087,5.95,,0.010466859,0.000376056,0.018122109,0.000101622,0.000653497,358.2, ,,
2022/2/21,12, D01-7,6.7,1.2606,0.410733971,0.724922464,0.019304856,3.132565316,0.015340037,0.023100146,7.364397935,5.74,,0.01223487,0.000303926,0.019389454,8.61E-05,0.001259417,374.3, ,,
2022/2/21,12, D01-8,7.1,1.2368,0.372062212,0.495981495,0.01855382,3.285579099,0.016028373,0.023808037,7.399063549,5.75,,0.013012968,0.000272541,0.019888992,0.000147802,0.001203776,372.5, ,,
2022/2/21,12, D06-1,-0.8,1.2158,0.277428942,2.499981622,0.023035082,1.489981485,0.011718084,0.044951072,5.689363383,6.59,,0.010416427,0.000345697,0.018057354,5.99E-05,0.00054657,312.5, ,,
2022/2/21,12, D06-2,-0.8,1.2276,0.619950228,1.691404555,0.024053096,1.910923678,0.012258919,0.040412242,6.07635461,6.47,,0.010465418,0.000367382,0.018344126,0.000132159,0.000495767,330.9, ,,
2022/2/21,12, D06-3,-0.5,1.2316,0.695452232,1.65765041,0.023960776,1.940547213,0.012029474,0.038934,6.180323245,6.35,,0.010340058,0.000365784,0.018436633,6.73E-05,0.000505121,337.3, ,,
2022/2/21,12, D11-1,4.2,1.2092,0.066729244,2.743524739,0.020654723,1.406747583,0.012439197,0.053497814,5.533410431,6.81,,0.011639769,0.000324812,0.018103608,8.80E-05,0.000749618,303.1, ,,
2022/2/21,12, D11-2,4.1,1.2087,0.083533044,2.691545096,0.022051999,1.416416375,0.011439472,0.053143868,5.521845824,6.72,,0.011733429,0.000326295,0.018492137,0.000104626,0.000684785,302.4, ,,
2022/2/21,12, D11-3,4.3,1.209,0.082433252,2.849571912,0.021602874,1.373174244,0.011488639,0.053081407,5.591177051,6.75,,0.011548991,0.000318306,0.018612396,8.60E-05,0.000853803,307.4, ,,
2022/2/21,12, BS1,-4.4,1.178,0.066 ,2.317 ,0.033 ,1.172 ,0.012 ,0.052 ,4.667 ,7.060 ,4.000 ,0.010606628,0.000241726,0.016438483,0.000103624,0.000785744,257.2, ,,
2022/2/21,12, BS2,3.9,1.2033,0.07322569,2.952574252,0.0306153,1.19761366,0.01193114,0.049427441,5.360138775,6.99,,0.010770893,0.000246633,0.016688252,9.19E-05,0.000766714,296.9, ,,
2022/2/21,12, CL1,-0.2,1.2091,0.174201947,2.653354194,0.027097161,1.4431187,0.012029474,0.047949198,5.648915466,6.77,,0.011814121,0.000281328,0.017326549,0.000121896,0.000925411,309.9, ,,
2022/2/21,12, HS1,-3.7,1.1531,0.038 ,1.597 ,0.031 ,1.180 ,0.012 ,0.054 ,3.928 ,7.220 ,4.000 ,0.011814121,0.000281328,0.017326549,7.18E-05,0.000832837,213.7, ,,
2022/2/21,12, HS2,-0.8,1.1433,0.035449112,1.499275613,0.03266131,1.107920181,0.01224253,0.054039142,3.685076016,7.3,,0.011814121,0.000281328,0.017326549,6.11E-05,0.000792034,201, ,,
2022/3/10,13, D01-1,4.9,1.2077,0.10 ,2.74 ,0.03 ,1.27 ,0.01 ,0.05 ,5.30 ,7.15 ,,0.011239193,0.000338621,0.008019426,7.51E-06,0.000524152,292.1, ,,
2022/3/10,13, D01-2,3.3,1.2112,0.19826949,2.633823767,0.025575128,1.41863814,0.011210027,0.047730585,5.602713452,6.99,,0.011239193,0.000317165,0.00807308,7.63E-05,0.000459319,307.9, ,,
2022/3/10,13, D01-3,3.4,1.2123,0.238526995,2.541782825,0.026223863,1.451059453,0.011210027,0.046346034,5.620060362,6.94,,0.011095101,0.000323214,0.007969473,4.38E-05,0.000481414,308.7, ,,
2022/3/10,13, D01-4,4.2,1.2178,0.388124292,2.25726496,0.027396577,1.589878626,0.011373917,0.046241932,5.764448707,6.87,,0.011383285,0.000354714,0.008523589,9.14E-05,0.000450771,316.5, ,,
2022/3/10,13, D01-5,5.1,1.2355,0.669338565,1.338290959,0.025824642,2.172227937,0.01239003,0.035873412,6.307392886,6.56,,0.01167147,0.00037092,0.008826087,7.88E-05,0.000555924,338.8, ,,
2022/3/10,13, D01-6,6.1,1.2517,0.511812534,0.783174463,0.025275712,2.809463073,0.01316031,0.023828857,6.890756777,6.16,,0.011239193,0.000379023,0.009049029,0.000101372,0.000653497,355, ,,
2022/3/10,13, D01-7,7.4,1.261,0.378507505,0.602833373,0.018805829,3.155317836,0.016028373,0.024547158,7.2488929,6.04,,0.01426513,0.000267176,0.0113358,8.64E-05,0.001259417,366.8, ,,
2022/3/10,13, D01-8,7.8,1.2633,0.3718576,0.556682409,0.018032337,3.21950216,0.016126706,0.023870498,7.323978225,6.01,,0.014409222,0.000263867,0.011457909,0.000147677,0.001203776,369.6, ,,
2022/3/10,13, D06-1,3.3,1.2196,0.464368016,2.086884823,0.027945506,1.635795104,0.011619751,0.045232147,5.764448707,6.62,,0.011815562,0.000356882,0.009216466,6.01E-05,0.00054657,316.7, ,,
2022/3/10,13, D06-2,1.8,1.2293,0.602251249,1.555344032,0.02652328,1.956716725,0.011521417,0.038902769,6.024370293,6.63,,0.009510086,0.000246633,0.007250694,0.000132659,0.000495767,326.2, ,,
2022/3/10,13, D06-3,1.4,1.2305,0.65777796,1.503668871,0.026747842,1.911293972,0.011750862,0.038819488,5.937720362,6.6,,0.010086455,0.000250171,0.007325624,6.76E-05,0.000505121,323, ,,
2022/3/10,13, D11-1,5.2,1.2073,0.058570321,2.608464661,0.023279605,1.444435301,0.01239003,0.052227774,5.47564381,7.05,,0.011095101,0.000195617,0.006920444,0.000257809,0.001164263,298.5, ,,
2022/3/10,13, D11-2,4.8,1.2081,0.075911229,2.55661551,0.023803583,1.461674553,0.011423083,0.053164689,5.47564381,7.04,,0.011383285,0.000202351,0.007034228,8.76E-05,0.000749618,298.4, ,,
2022/3/10,13, D11-3,5,1.2085,0.078289849,2.557006989,0.023878437,1.466035795,0.011619751,0.052841974,5.487208417,7,,0.011239193,0.000199726,0.00760222,0.000105126,0.000684785,299, ,,
2022/3/10,13, BS1,6.4,1.1486,0.041 ,1.671 ,0.031 ,1.050 ,0.012 ,0.057 ,3.743 ,7.450 ,4.000 ,0.008645533,0.000154645,0.005050879,0.000123899,0.0009417,205.9, ,,
2022/3/10,13, BS2,12,1.2009,0.075502004,2.819080087,0.03116423,1.158362477,0.011603362,0.056110764,5.1406369,7.22,,0.009798271,0.00018877,0.006439408,0.000103875,0.000785744,285.7, ,,
2022/3/10,13, CL1,7.9,1.2112,0.161081172,2.444739658,0.025550177,1.416087225,0.012078641,0.053497814,5.360138775,7.59,,0.010951009,0.0002294,0.006983349,9.14E-05,0.000766714,294.1, ,,
2022/3/10,13, HS1,6.5,1.1331,0.038 ,1.383 ,0.030 ,0.998 ,0.011 ,0.054 ,3.350 ,7.520 ,4.000 ,0.008069164,0.000137297,0.004896392,0.000121396,0.000925411,183.5, ,,
2022/3/10,13, HS2,4.9,1.1437,0.035474688,1.547296974,0.031064424,1.058876774,0.011554195,0.058276077,3.627337602,7.48,,0.008501441,0.000154189,0.00512951,7.13E-05,0.000832837,199, ,,
2022/3/10,13, HS3,10,1.1083,0.027597108,1.002358919,0.023179799,0.835054516,0.010177525,0.042900271,2.645417877,7.8,,0.006195965,8.66E-05,0.003491212,6.13E-05,0.000792034,144, ,,
2022/3/20,14, D01-1,7.9,1.2082,0.09 ,3.19 ,0.03 ,1.27 ,0.01 ,0.04 ,5.58 ,6.96 ,,0.013564841,0.000334399,0.007182239,6.65E-05,0.000902993,311.9,,,
2022/3/20,14, D01-2,4.3,1.2099,0.152001494,2.860446314,0.025275712,1.332030446,0.011488639,0.043118884,5.280399402,6.95,,0.012786744,0.000330746,0.007518039,7.93E-05,0.000204016,297.4,,,
2022/3/20,14, D01-3,3.8,1.2123,0.214331569,2.696634316,0.025749788,1.404484674,0.011275583,0.043306267,5.572814712,6.86,,0.01314121,0.000349464,0.007651249,4.44E-05,0.00050625,308.2,,,
2022/3/20,14, D01-4,3.7,1.2138,0.251698923,2.631387901,0.026248815,1.466694096,0.011226416,0.043337497,5.626632443,6.83,,0.013319885,0.00035905,0.007811286,0.000269824,0.000571084,311.6,,,
2022/3/20,14, D01-5,4.7,1.2205,0.387075653,2.243345725,0.025949399,1.666035795,0.011603362,0.039745992,5.927876343,6.71,,0.012995677,0.000362817,0.008217391,0.000236409,0.000655593,323.2,,,
2022/3/20,14, D01-6,4.7,1.2608,0.435236315,0.567208831,0.020794451,3.181567579,0.015372815,0.018478035,7.238484754,5.99,,0.014553314,0.000315453,0.009849214,0.000260312,0.001213614,367.9,,,
2022/3/20,14, D01-7,5.4,1.2647,0.360450454,0.493306392,0.019676631,3.152972639,0.016143095,0.018030398,7.146955124,5.9,,0.014711816,0.000274823,0.010692877,2.37E-05,0.001328605,359.3,,,
2022/3/20,14, D01-8,7.6,1.2655,0.366921324,0.478908683,0.019881232,3.254268669,0.01637254,0.018144909,7.341635405,5.9,,0.015057637,0.000272426,0.010841813,5.98E-05,0.001451337,368.6,,,
2022/3/20,14, D06-1,6.7,1.211,0.165352458,2.682671583,0.025649983,1.330055544,0.011423083,0.04350406,5.499308944,6.95,,0.012544669,0.000305067,0.00733765,0.000233155,0.000673656,301.6,,,
2022/3/20,14, D06-2,3.7,1.233,0.663251343,1.516935642,0.025749788,1.960954536,0.012521142,0.034957318,6.124277212,6.52,,0.012224784,0.000329034,0.008540241,0.000102248,0.000617854,331,,,
2022/3/20,14, D06-3,3.3,1.2337,0.67680692,1.446991486,0.02634862,1.939683193,0.012685031,0.034145326,6.094434886,6.52,,0.01204755,0.000324355,0.00860592,0.000140794,0.00096702,328.3,,,
2022/3/20,14, D11-1,5.9,1.2091,0.058186673,2.708900642,0.023878437,1.396379346,0.012029474,0.047584843,5.41020506,6.93,,0.013056196,0.000288176,0.007833488,7.93E-05,0.001208775,296.8,,,
2022/3/20,14, D11-2,5.2,1.2088,0.048518734,2.888197789,0.025076102,1.267311253,0.012045863,0.049292109,5.414097538,6.98,,0.014018732,0.000361333,0.008237743,8.95E-05,0.000923959,297.8,,,
2022/3/20,14, D11-3,5,1.2088,0.048416427,2.788066292,0.02467688,1.347253652,0.011701695,0.049895898,5.46224579,6.97,,0.014050432,0.00035323,0.008556892,0.000216009,0.000680753,299.2,,,
2022/3/20,14, BS1,9.5,1.1856,0.075 ,2.456 ,0.035 ,1.111 ,0.011 ,0.054 ,4.696 ,7.130 ,4.000 ,0.011743516,0.000338621,0.007691952,0.000127027,0.000235949,260.4,,,
2022/3/20,14, BS2,13.4,1.2092,0.077599282,2.922560901,0.03395878,1.189014606,0.011800029,0.053456173,5.378811384,6.99,,0.012587896,0.000352887,0.007703978,0.000149805,0.000916863,297.3,,,
2022/3/20,14, CL1,11.3,1.2133,0.162564613,2.532343844,0.029742003,1.403497223,0.011685306,0.05065584,5.503342453,6.88,,0.013430836,0.000384045,0.008839038,0.000132534,0.000937345,300.9,,,
2022/3/20,14, HS1,10.3,1.1435,0.033 ,1.542 ,0.037 ,0.989 ,0.011 ,0.057 ,3.489 ,7.350 ,4.000 ,0.00995389,0.00030541,0.00653099,0.00021626,0.000880737,192.3,,,
2022/3/20,14, HS2,9.3,1.1421,0.03427259,1.483529478,0.036853136,1.015758074,0.011046138,0.057620237,3.573801935,7.37,,0.01020317,0.000303127,0.006912118,0.000234657,0.000790583,194.8,,,
2022/3/20,14, HS3,8.6,1.1256,0.03099879,1.213887795,0.031837916,0.954741823,0.010636415,0.05001041,3.112543367,7.5,,0.009556196,0.000271057,0.006358927,0.000302738,0.000555117,169.6,,,
2022/3/30,15, D01-1,6.2,1.2071,0.09 ,3.25 ,0.03 ,1.28 ,0.01 ,0.05 ,5.75 ,7.01 ,,0.010716138,0.000349349,0.007888067,8.25E-05,0.000558988,320.6,,1113,251.3
